Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
Reactome_2022,Neurotransmitter Clearance R-HSA-112311,1/10,0.0956381720564831,0.592737645788094,0,0,11.050251256281408,25.93696464958489,SLC6A4,3,Reactome_2022
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,5/246,0.1012805157724002,0.592737645788094,0,0,2.0809660602191724,4.765123498204115,SLC6A13;LIN7A;ADCY8;SYN2;SLC6A4,3,Reactome_2022
Reactome_2022,RHOJ GTPase Cycle R-HSA-9013409,2/54,0.1016331727713355,0.592737645788094,0,0,3.836052836052836,8.77069478933889,DIAPH3;TFRC,3,Reactome_2022
Reactome_2022,Transport Of Organic Anions R-HSA-879518,1/11,0.1046862992439068,0.592737645788094,0,0,9.944723618090451,22.4431232477853,SLCO1A2,3,Reactome_2022
Reactome_2022,Golgi Associated Vesicle Biogenesis R-HSA-432722,2/55,0.1048020475500832,0.592737645788094,0,0,3.763483895559368,8.489222766072233,TFRC;SH3GL2,3,Reactome_2022
Reactome_2022,Signaling By NTRK1 (TRKA) R-HSA-187037,3/114,0.1063487931507688,0.592737645788094,0,0,2.7011935793661683,6.0534587787747896,SH3GL3;RALA;SH3GL2,3,Reactome_2022
Reactome_2022,NCAM Signaling For Neurite Out-Growth R-HSA-375165,2/57,0.111218880351375,0.592737645788094,0,0,3.6262626262626254,7.964197874788815,CACNA1S;SPTBN1,3,Reactome_2022
Reactome_2022,Neurexins And Neuroligins R-HSA-6794361,2/57,0.111218880351375,0.592737645788094,0,0,3.6262626262626254,7.964197874788815,NRXN1;LIN7A,3,Reactome_2022
Reactome_2022,CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720,1/12,0.1136443487055952,0.592737645788094,0,0,9.040201005025123,19.659557478207127,ADCY8,3,Reactome_2022
Reactome_2022,p38MAPK Events R-HSA-171007,1/12,0.1136443487055952,0.592737645788094,0,0,9.040201005025123,19.659557478207127,RALA,3,Reactome_2022
Reactome_2022,RHOQ GTPase Cycle R-HSA-9013406,2/59,0.1177356082636544,0.592737645788094,0,0,3.4986709197235517,7.484754897547597,DIAPH3;TFRC,3,Reactome_2022
Reactome_2022,Transcriptional Regulation By MECP2 R-HSA-8986944,2/60,0.1210294038464434,0.592737645788094,0,0,3.438174851967956,7.260468635528234,TRPC3;SLC6A4,3,Reactome_2022
Reactome_2022,FCGR3A-mediated Phagocytosis R-HSA-9664422,2/60,0.1210294038464434,0.592737645788094,0,0,3.438174851967956,7.260468635528234,MYH2;WASF3,3,Reactome_2022
Reactome_2022,Adenylate Cyclase Inhibitory Pathway R-HSA-170670,1/13,0.1225132126107664,0.592737645788094,0,0,8.28643216080402,17.397665920944878,ADCY8,3,Reactome_2022
Reactome_2022,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,2/62,0.1276839186856092,0.592737645788094,0,0,3.323232323232323,6.839868307696459,MYH2;WASF3,3,Reactome_2022
Reactome_2022,Signaling By MET R-HSA-6806834,2/63,0.1310431018295034,0.592737645788094,0,0,3.2685875144891536,6.642518297732,SH3GL3;SH3GL2,3,Reactome_2022
Reactome_2022,Creation Of C4 And C2 Activators R-HSA-166786,1/14,0.1312937743788508,0.592737645788094,0,0,7.648627754155393,15.529145947074284,COLEC10,3,Reactome_2022
Reactome_2022,Lysosphingolipid And LPA Receptors R-HSA-419408,1/14,0.1312937743788508,0.592737645788094,0,0,7.648627754155393,15.529145947074284,S1PR5,3,Reactome_2022
Reactome_2022,Retrograde Neurotrophin Signaling R-HSA-177504,1/14,0.1312937743788508,0.592737645788094,0,0,7.648627754155393,15.529145947074284,SH3GL2,3,Reactome_2022
Reactome_2022,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,1/15,0.139986908731619,0.592737645788094,0,0,7.101938262742283,13.963876250165317,TEAD4,3,Reactome_2022
Reactome_2022,Elevation Of Cytosolic Ca2+ Levels R-HSA-139853,1/15,0.139986908731619,0.592737645788094,0,0,7.101938262742283,13.963876250165317,TRPC3,3,Reactome_2022
Reactome_2022,Signaling By NTRKs R-HSA-166520,3/132,0.1461833943108462,0.592737645788094,0,0,2.3221579506551766,4.465262011584285,SH3GL3;RALA;SH3GL2,3,Reactome_2022
Reactome_2022,PKA Activation In Glucagon Signaling R-HSA-164378,1/16,0.1485934818111902,0.592737645788094,0,0,6.628140703517588,12.636822082241835,ADCY8,3,Reactome_2022
Reactome_2022,RHOB GTPase Cycle R-HSA-9013026,2/69,0.1515987898971927,0.592737645788094,0,0,2.974973616764661,5.612340646899519,DIAPH3;TFRC,3,Reactome_2022
Reactome_2022,PKA Activation R-HSA-163615,1/17,0.157114351192228,0.592737645788094,0,0,6.21356783919598,11.499955704952034,ADCY8,3,Reactome_2022
Reactome_2022,Tie2 Signaling R-HSA-210993,1/17,0.157114351192228,0.592737645788094,0,0,6.21356783919598,11.499955704952034,ANGPT4,3,Reactome_2022
Reactome_2022,G Alpha (Q) Signaling Events R-HSA-416476,4/212,0.1633967452928477,0.592737645788094,0,0,1.9222919937205647,3.482374225841472,CHRM1;TRPC3;DGKK;QRFPR,3,Reactome_2022
Reactome_2022,Recycling Of Bile Acids And Salts R-HSA-159418,1/18,0.1655503660358053,0.592737645788094,0,0,5.847768253029855,10.51709310132786,SLCO1A2,3,Reactome_2022
Reactome_2022,Lewis Blood Group Biosynthesis R-HSA-9037629,1/18,0.1655503660358053,0.592737645788094,0,0,5.847768253029855,10.51709310132786,B3GALT1,3,Reactome_2022
Reactome_2022,MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699,1/18,0.1655503660358053,0.592737645788094,0,0,5.847768253029855,10.51709310132786,TRPC3,3,Reactome_2022
Reactome_2022,Serotonin Neurotransmitter Release Cycle R-HSA-181429,1/18,0.1655503660358053,0.592737645788094,0,0,5.847768253029855,10.51709310132786,SYN2,3,Reactome_2022
Reactome_2022,Signaling By FLT3 Fusion Proteins R-HSA-9703465,1/18,0.1655503660358053,0.592737645788094,0,0,5.847768253029855,10.51709310132786,SPTBN1,3,Reactome_2022
Reactome_2022,RHOC GTPase Cycle R-HSA-9013106,2/73,0.1656330532612982,0.592737645788094,0,0,2.806800398349694,5.046572271238703,DIAPH3;TFRC,3,Reactome_2022
Reactome_2022,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,2/74,0.1691768732048807,0.592737645788094,0,0,2.767676767676768,4.917637208774679,LIN7A;ADCY8,3,Reactome_2022
Reactome_2022,RHOG GTPase Cycle R-HSA-9013408,2/74,0.1691768732048807,0.592737645788094,0,0,2.767676767676768,4.917637208774679,DIAPH3;TFRC,3,Reactome_2022
Reactome_2022,Clathrin-mediated Endocytosis R-HSA-8856828,3/142,0.1701252400646478,0.592737645788094,0,0,2.1540006573421464,3.815209920769243,SH3GL3;TFRC;SH3GL2,3,Reactome_2022
